pos	cM
68647579	78.618375
68648530	78.673092
68651022	78.678059
68651185	78.678546
68652369	78.686057
68652879	78.706738
68653320	78.710861
68654540	78.717820
68660118	78.724976
68667403	78.768713
68668349	78.778983
68671235	78.804380
68671651	78.807277
68671937	78.808305
68673524	78.811322
68676705	78.824404
68677531	78.868974
68678041	78.942894
68678062	78.944976
68686455	78.992745
68688457	79.005143
68688497	79.014855
68688678	79.021866
68689293	79.038874
68693105	79.039628
68697327	79.070973
68700102	79.077598
68700404	79.080469
68700687	79.080530
68703893	79.081003
68704950	79.081781
68705109	79.081883
68707175	79.108838
68711453	79.116986
68717433	79.120284
68718134	79.120300
68718427	79.120303
68720034	79.120368
68741718	79.124451
68742509	79.126237
68744333	79.129537
68744592	79.138654
68745176	79.230901
68746881	79.237804
68748520	79.239050
68750395	79.239072
68753552	79.307136
68755233	79.308545
68755657	79.308554
68758008	79.308554
68763491	79.308554
68772257	79.308555
68776260	79.308555
68776529	79.308555
68781038	79.308555
68782824	79.308555
68784137	79.308555
68789916	79.308555
68792397	79.308566
68793047	79.308572
68797284	79.308687
68802941	79.308803
68813847	79.309267
68819879	79.310774
68820011	79.310977
68823691	79.345620
68824375	79.395480
68824612	79.397691
68825225	79.399359
68825505	79.399360
68830139	79.402698
68832117	79.403194
68833640	79.424800
68833664	79.424806
68837331	79.424844
68838089	79.425584
68842496	79.456392
68844865	79.458704
68848822	79.458745
68850676	79.460748
68853480	79.465810
68856797	79.466145
68862733	79.467121
68868896	79.467399
68870135	79.469247
68870692	79.469263
68875957	79.503130
68876699	79.523266
68882586	79.531443
68886067	79.532427
68904701	79.532428
68906243	79.532429
68907807	79.532434
68910090	79.552725
68911262	79.552756
68914963	79.564434
68917084	79.576610
68917420	79.580648
68918862	79.639130
68919200	79.647568
68921994	79.680861
68923315	79.686498
68924155	79.688603
68929309	79.708568
68930333	79.714458
68930424	79.717569
68930425	79.717576
68930999	79.723864
68931873	79.747198
68935684	79.866771
68940703	79.946196
68942387	79.953198
68947812	79.954334
68948940	79.956763
68949573	79.957513
68949893	79.959155
68953616	79.960622
68961384	79.961719
68961740	79.961725
68967664	79.961800
68974020	79.961839
68975020	79.975980
68975821	79.975985
68976092	79.975985
68980453	79.975988
68986744	79.975993
68986940	79.976845
68987604	79.984879
68988146	79.984890
68992749	79.985213
68993514	79.995699
68993989	79.995715
68995230	79.995897
68997770	80.017946
68999428	80.041717
69000702	80.045188
69001978	80.045188
69002154	80.045188
69002167	80.045188
69003290	80.045188
69004728	80.045188
69010975	80.045188
69012022	80.045188
69012531	80.045190
69013286	80.045202
69013992	80.045229
69014006	80.045230
69015185	80.047691
69020176	80.069517
69023601	80.140625
69024233	80.145376
69025363	80.148190
69028649	80.150130
69035116	80.150778
69037416	80.152308
69042512	80.152981
69047807	80.153093
69050877	80.153110
69051331	80.153125
69056343	80.153310
69060898	80.153325
69062026	80.153588
69067551	80.293796
69068540	80.294026
69071223	80.295160
69073003	80.297403
69079232	80.299959
69080485	80.302361
69083519	80.308314
69087253	80.309677
69088644	80.310971
69089873	80.317435
69093705	80.321121
69094032	80.321238
69096371	80.322415
69099271	80.326140
69099585	80.326442
69103488	80.327355
69103493	80.327355
69106045	80.336208
69106194	80.336581
69106582	80.339307
69106592	80.340488
69106599	80.340553
69107870	80.365244
69110794	80.514548
69111827	80.519841
69114616	80.594276
69114933	80.655624
69117860	80.655816
69122095	80.656692
69122108	80.656694
69122429	80.681727
69122733	80.682566
69122806	80.693953
69122814	80.693953
69122965	80.693954
69123100	80.694097
69123334	80.709888
69124296	80.848448
69124471	80.848912
69124705	80.848952
69125665	80.848977
69127627	80.848987
69127827	80.848988
69131152	80.855178
69131362	80.907953
69134027	80.949620
69134774	80.955493
69134775	80.955493
69134987	80.955494
69137637	80.955494
69139200	80.955495
69151990	80.955496
69152984	80.955520
69153306	80.955521
69155555	80.959971
69155727	80.960218
69156251	80.960485
69157656	80.960486
69158094	80.960577
69159006	80.968343
69161421	80.968353
69162069	80.968964
69162993	80.970582
69164282	80.982194
69164384	80.982376
69165668	81.012185
69166020	81.027016
69166097	81.029340
69167217	81.122846
69167868	81.138678
69168616	81.139200
69168946	81.139225
69169104	81.139231
69169286	81.142173
69176156	81.142193
69188533	81.142204
69188899	81.146415
69190414	81.150024
69191602	81.150031
69192440	81.164483
69195882	81.185872
69196245	81.186471
69199816	81.186594
69200140	81.186595
69201005	81.186596
69201659	81.186628
69202634	81.189255
69203278	81.190571
69213280	81.194510
69214877	81.196360
69216091	81.196554
69220941	81.197465
69221515	81.197815
69223652	81.222104
69224527	81.224054
69225629	81.235756
69227209	81.300130
69227518	81.300149
69228784	81.306335
69229661	81.307192
69230395	81.312447
69232236	81.314516
69232309	81.316681
69233506	81.349688
69233913	81.380002
69235859	81.410924
69236982	81.410942
69239016	81.410952
69252984	81.410988
69255181	81.413602
69255833	81.414378
69261925	81.419869
69266022	81.424236
69267077	81.424586
69274475	81.433377
69275304	81.433377
69276750	81.444485
69277233	81.444486
69277649	81.444942
69279982	81.452472
69283883	81.456805
69284645	81.457176
69288004	81.486714
69289321	81.488577
69292521	81.488726
69293161	81.495085
69294047	81.495974
69295780	81.502534
69296282	81.504374
69296483	81.504456
69296902	81.518896
69296990	81.518932
69306916	81.520348
69315802	81.527719
69316251	81.534536
69316519	81.535549
69316711	81.559986
69317926	81.570555
69318144	81.570557
69318495	81.570557
69318562	81.570557
69318765	81.570558
69321043	81.577102
69326070	81.578639
69327672	81.588291
69328318	81.629236
69331043	81.630060
69339161	81.630319
69344250	81.630339
69356429	81.630375
69359667	81.630375
69360568	81.640240
69361253	81.640240
69371091	81.643943
69375806	81.643944
69379427	81.645325
69382550	81.645325
69392523	81.665169
69400824	81.666894
69401909	81.666910
69420674	81.667012
69422327	81.667012
69426532	81.667012
69427525	81.667082
69448205	81.691811
69448552	81.691836
69496673	81.701491
69499809	81.701491
69515112	81.705776
69517190	81.705776
69519715	81.705776
69522493	81.705974
69524830	81.709472
69526841	81.729467
69527802	81.729567
69528449	81.732006
69529536	81.747124
69530624	81.777105
69532998	81.783675
69535448	81.783690
69536924	81.783691
69537924	81.783691
69541073	81.783691
69554632	81.786823
69559027	81.822450
69562354	81.822450
69563595	81.822450
69570863	81.822450
69576884	81.822450
69585474	81.822452
69602410	81.822455
69611091	81.822492
69611168	81.822492
69612180	81.822606
69617346	81.835004
69634657	81.836953
69658907	81.839581
69682920	81.839587
69727148	81.839587
69756750	81.839588
69758262	81.839589
69821751	81.843581
69828788	81.843588
69846981	81.843796
69865593	81.844652
69882183	81.848213
69883866	81.848262
69904097	81.849485
69930087	81.853348
69934203	81.853352
69936923	81.854371
69941862	81.914676
69943284	81.915864
69945724	81.922622
69951971	81.922686
69958410	81.923858
69960424	81.990676
69960728	81.992181
69970548	81.997881
69970625	81.997892
69980209	82.032725
69982673	82.035605
69982738	82.035632
69992811	82.035690
69994060	82.058232
70008819	82.058317
70012422	82.065762
70018770	82.079551
70027312	82.085554
70027636	82.085812
70029585	82.095779
70030458	82.096794
70032763	82.096796
70034787	82.135284
70034910	82.135788
70035062	82.144845
70038665	82.222520
70040883	82.222520
70047685	82.222520
70052092	82.222520
70057227	82.222520
70058405	82.223229
70066599	82.239489
70070220	82.241756
70073510	82.256357
70075355	82.259129
70077291	82.259920
70080640	82.259990
70082916	82.263931
70088348	82.264129
70088498	82.264408
70089381	82.282059
70090782	82.284663
70091268	82.285054
70091693	82.285074
70093368	82.295314
70096464	82.295464
70099897	82.295465
70104265	82.295511
70104826	82.295540
70105482	82.295546
70108332	82.295749
70109799	82.309016
70114727	82.313730
70118005	82.313865
70118895	82.314146
70120981	82.317859
70122934	82.319537
70122962	82.319537
70125142	82.319574
70127803	82.320870
70128226	82.322383
70129529	82.352871
70129949	82.354373
70130431	82.354786
70131880	82.354786
70137077	82.358725
70139695	82.361541
70139893	82.365319
70145547	82.365322
70146073	82.365323
70153698	82.365614
70153853	82.366028
70153903	82.366028
70157724	82.366028
70158543	82.366195
70166849	82.368548
70171326	82.368588
70171327	82.368588
70175913	82.374025
70178130	82.387289
70179235	82.441859
70181080	82.447677
70181569	82.448224
70184979	82.463277
70188594	82.463277
70192781	82.463277
70193878	82.463277
70194655	82.463277
70195400	82.463277
70196017	82.463277
70196903	82.463277
70198506	82.463277
70200956	82.463277
70201146	82.463277
70202337	82.469043
70204814	82.469043
70213193	82.469043
70215445	82.469043
70219663	82.469044
70220391	82.469047
70223007	82.469631
70223112	82.469707
70225326	82.473497
70227213	82.502051
70227283	82.502171
70227711	82.503623
70233184	82.506246
70233881	82.507815
70235185	82.507816
70236741	82.510275
70237196	82.510299
70237780	82.510349
70238512	82.511342
70238897	82.515076
70238901	82.515424
70239238	82.591491
70240095	82.624254
70240957	82.633007
70241378	82.633664
70244558	82.633912
70252141	82.639923
70256267	82.640308
70256491	82.640316
70264610	82.651352
70265679	82.652096
70266526	82.652096
70273004	82.652096
70273172	82.652096
70274360	82.652096
70278846	82.652096
70279200	82.652465
70284819	82.653752
70292847	82.657379
70293126	82.657846
70326696	82.657846
70345864	82.657846
70349656	82.657846
70351251	82.657846
70353789	82.657846
70369632	82.657846
70378841	82.657846
70397938	82.657846
70403116	82.657910
70409750	82.658043
70415180	82.658235
70431745	82.667642
70433519	82.670318
70436994	82.683262
70441639	82.683304
70442252	82.686584
70443753	82.737742
70444654	82.737750
70444663	82.737763
70447065	82.944706
70447965	82.999302
70448613	83.000574
70449379	83.000616
70451752	83.000680
70452971	83.000695
70453961	83.000700
70454052	83.000700
70459047	83.000700
70465951	83.000700
70470002	83.000700
70472108	83.000700
70475947	83.000700
70476196	83.000700
70491074	83.000700
70494495	83.007529
70504881	83.007529
70521663	83.013758
70532642	83.016091
70552150	83.017884
70552998	83.017897
70563583	83.017897
70592700	83.017897
70651742	83.018659
70718426	83.018659
70719914	83.018660
70728295	83.018685
70731544	83.019029
70774315	83.031782
70819919	83.032122
70819949	83.032140
70824108	83.049928
70824430	83.050127
70824730	83.050235
70832635	83.050235
70833619	83.050235
70851335	83.051452
70852477	83.064454
70855547	83.064665
70862275	83.064695
70873743	83.064763
70884757	83.066664
70884937	83.071681
70886475	83.071730
70909237	83.073272
70916147	83.089180
70922180	83.089589
70928740	83.089642
70929228	83.093200
70929338	83.105032
70929554	83.105635
70932128	83.120955
70938564	83.121463
70943742	83.126489
70944826	83.126805
70953481	83.127020
70953838	83.127021
70953893	83.138328
70959867	83.138343
70974127	83.138486
70980843	83.142004
71001133	83.142726
71021855	83.148182
71026721	83.149223
71028328	83.150517
71038886	83.151264
71074372	83.151809
71077066	83.164600
71079261	83.164717
71093814	83.169325
71094569	83.169326
71097435	83.169330
71099692	83.184941
71100249	83.184942
71104547	83.184949
71106804	83.185152
71110746	83.196011
71151724	83.206651
71152405	83.223896
71154354	83.224062
71156687	83.241858
71163594	83.242445
71165556	83.242643
71172341	83.299057
71172450	83.299235
71172639	83.309193
71176982	83.317078
71178675	83.317191
71180705	83.317227
71181702	83.317232
71181867	83.319653
71189451	83.323917
71190650	83.324189
71190709	83.324202
71209370	83.332509
71209374	83.332520
71209745	83.340411
71212113	83.343815
71212858	83.364152
71213952	83.370404
71214558	83.371060
71215786	83.371065
71218784	83.376147
71218809	83.377987
71218907	83.390755
71219045	83.427465
71221540	83.443096
71225557	83.449031
71225772	83.449031
71226954	83.449031
71228180	83.449031
71229952	83.449031
71230829	83.450311
71230833	83.450312
71230846	83.450312
71231039	83.450316
71232355	83.486622
71232794	83.521053
71234852	83.521530
71237233	83.523176
71237761	83.523246
71246969	83.523647
71247679	83.524938
71248904	83.530198
71250334	83.536817
71252027	83.578456
71255604	83.702351
71256109	83.714309
71260670	83.717085
71260674	83.717085
71264570	83.747055
71267045	83.748514
71267486	83.748642
71267855	83.748643
71271706	83.748643
71303426	83.748644
71311357	83.748645
71313017	83.748645
71322081	83.748645
71323505	83.748645
71327513	83.748645
71410293	83.748645
71463369	83.749824
71486629	83.754563
71502263	83.768469
71506984	83.770910
71508090	83.770916
71511691	83.771303
71512271	83.771627
71518193	83.791382
71520501	83.839653
71525473	83.857041
71535335	83.862473
71535667	83.863118
71541431	83.863597
71563706	83.863849
71565140	83.863853
71567076	83.864010
71600353	83.865813
71611057	83.869524
71621777	83.908163
71629984	83.911009
71632069	83.911081
71635181	83.911440
71635276	83.911463
71635668	83.911933
71636634	83.913341
71637378	83.916590
71638945	83.916626
71644456	83.917239
71645824	83.917801
71649370	83.926392
71650120	83.985323
71651147	84.061044
71651500	84.063027
71651995	84.078343
71653117	84.087004
71655881	84.111178
71656043	84.111685
71656834	84.143483
71657919	84.143492
71663590	84.143525
71666700	84.143551
71673336	84.164830
71675751	84.167682
71681143	84.167696
71804630	84.167696
71813786	84.167696
71831214	84.167696
71842256	84.167696
71859800	84.169860
71866986	84.177888
71879482	84.177894
71879752	84.178698
71884999	84.188241
71886605	84.188242
71890381	84.188242
71896995	84.188242
71903151	84.195367
71903650	84.196069
71905870	84.196069
71911844	84.196150
71918800	84.196203
71945126	84.196742
71957816	84.197131
71958171	84.213992
71958997	84.214018
71967888	84.215487
71970596	84.239765
71979716	84.241272
71981343	84.241769
71990049	84.244329
71993530	84.244330
72001668	84.244330
72002150	84.244330
72005302	84.244330
72013749	84.244438
72020007	84.245242
72030549	84.249733
72031289	84.249770
72034488	84.250125
72045194	84.266403
72053217	84.297854
72061842	84.300354
72065091	84.310680
72068051	84.312433
72071544	84.324214
72073462	84.324214
72080416	84.374300
72085464	84.389869
72087768	84.390918
72088212	84.391097
72089071	84.394549
72096643	84.484623
72105536	84.500638
72105975	84.501197
72111877	84.506225
72114518	84.506946
72124453	84.518475
72127053	84.518477
72129293	84.518497
72135578	84.520967
72142823	84.521999
72143054	84.536746
72145745	84.537129
72156717	84.538540
72174297	84.539220
72181377	84.539385
72219879	84.541939
72234879	84.543851
72236082	84.543851
72242945	84.543884
72258648	84.544149
72263855	84.556775
72267830	84.556842
72272396	84.560100
72273841	84.582789
72274169	84.583554
72275494	84.583692
72276019	84.583692
72279267	84.583698
72285727	84.583706
72293106	84.583708
72296470	84.583710
72298949	84.583710
72303800	84.583710
72310921	84.583717
72314915	84.583731
72319790	84.583844
72325831	84.585104
72331192	84.587154
72336579	84.595208
72338175	84.623820
72339543	84.677568
72341523	84.685754
72342668	84.685754
72344721	84.699979
72345325	84.703767
72354046	84.703876
72354146	84.703877
72354271	84.703943
72354301	84.704573
72354678	84.707901
72355585	84.725868
72358562	84.736468
72359020	84.736666
72359788	84.736988
72364744	84.737377
72365236	84.737806
72367238	84.739226
72368380	84.739451
72373161	84.743483
72381271	84.744532
72383953	84.748911
72387599	84.766649
72388358	84.876323
72388703	84.884805
72392296	84.894393
72401917	84.903967
72411074	84.909462
72411118	84.909480
72557135	84.910555
72600513	84.910693
72621579	84.910711
72647736	84.910740
72661133	84.910740
72681909	84.910740
72705756	84.910740
72737917	84.911201
72979105	84.929977
72980900	84.930085
73008071	84.930868
73036471	84.931007
73063962	84.931063
73066272	84.933747
73086951	84.934065
73102575	84.934290
73107966	84.934350
73120059	84.934472
73131217	84.934533
73149275	84.934585
73158870	84.935356
73159716	84.936778
73161689	84.964329
73163485	84.967349
73178676	84.968570
73222736	84.968695
73227724	84.968696
73239110	84.968696
73263533	84.968696
73289663	84.968696
73343253	84.968836
73369231	84.968992
73372825	84.971953
73373066	84.977366
73400807	84.979736
73427880	85.000922
73431819	85.001782
73436553	85.002068
73457236	85.005823
73468781	85.010291
73498709	85.011145
73514124	85.011303
73516884	85.011328
73585494	85.011726
73694083	85.011974
73782342	85.012029
73814419	85.018388
73830729	85.018528
73848738	85.019195
74048902	85.020528
74104967	85.027086
74107832	85.027114
74126933	85.027936
74166881	85.035219
74169953	85.035577
74170280	85.035587
74180535	85.040936
74182174	85.040979
74196534	85.041861
74197261	85.049831
74200742	85.052669
74232793	85.052766
74252791	85.052899
74315990	85.052899
74321661	85.053246
74326408	85.066294
74329492	85.066483
74332286	85.066673
74333474	85.079192
74344216	85.079921
74349044	85.080242
74349641	85.080242
74350270	85.080242
74351262	85.080242
74359631	85.080245
74412676	85.080271
74414802	85.080284
74415628	85.080297
74416032	85.080324
74423256	85.082912
74427784	85.089702
74430577	85.159794
74436580	85.185543
74439287	85.189472
74445413	85.190775
74448924	85.191011
74448994	85.191011
74455993	85.191059
74456451	85.191060
74459584	85.191747
74478309	85.194098
74493331	85.194502
74493864	85.196154
74495401	85.214946
74503706	85.219143
74513961	85.220051
74520525	85.220051
74520667	85.220117
74531188	85.220994
74547317	85.241957
74579968	85.244677
74618114	85.245018
74658266	85.245375
74669562	85.245388
74969033	85.259088
75038320	85.259151
75049322	85.259151
75079172	85.260741
75097048	85.260997
75298324	85.262159
75301148	85.262189
75341593	85.262408
75410555	85.262732
75414490	85.262732
75425977	85.267465
75708692	85.267465
75775535	85.267469
75867990	85.268522
75870815	85.272513
75871298	85.286324
75876731	85.290278
75880072	85.290694
75971720	85.290697
75973595	85.290697
75984099	85.298261
75984969	85.298262
75987643	85.298276
75990521	85.310516
76138369	85.311284
76174235	85.311381
76175352	85.311381
76181184	85.317743
76185904	85.317743
76186060	85.317743
76205285	85.334955
76217049	85.334955
76229576	85.334955
76451011	85.334955
76505201	85.334955
76520655	85.334955
76609758	85.334955
76687234	85.334955
76767505	85.334955
76806121	85.334955
76902762	85.334955
76906204	85.334955
76931325	85.334955
77065872	85.334955
77090709	85.335301
77153523	85.336095
77168031	85.356532
77339387	85.358696
77341003	85.379219
77388886	85.379823
77441802	85.380238
77442000	85.395604
77447427	85.410990
77792772	85.413693
78098562	85.415354
78105227	85.416898
78105718	85.439798
78107681	85.440253
78110782	85.465395
78116778	85.466784
78177302	85.466784
78209810	85.466784
78215874	85.466784
78258106	85.466784
78272820	85.466784
78296846	85.468753
78305577	85.481824
78313715	85.482491
78334825	85.483244
78392706	85.483244
78441374	85.484020
78508268	85.486119
78536522	85.493043
78545348	85.493043
78575643	85.493043
78587725	85.493682
78587778	85.493683
78592637	85.495153
78592685	85.495982
78593752	85.555540
78596070	85.559609
78598041	85.560098
78599126	85.560266
78601003	85.560286
78604288	85.560286
78695388	85.560286
78717302	85.560286
78735496	85.560520
78744375	85.561255
78746369	85.564096
78748513	85.588147
78748796	85.588550
78750791	85.588715
78753210	85.588727
78756240	85.591888
78759449	85.591888
78768589	85.591888
78772396	85.591968
78775626	85.600617
78789036	85.600900
78790832	85.603611
78801727	85.604090
78822658	85.604207
78835824	85.604208
78843098	85.604208
78852106	85.604208
78856081	85.604237
78859617	85.605778
78861548	85.615195
78863032	85.616247
78868143	85.616329
78868581	85.616379
78879473	85.616381
78889416	85.616444
78922470	85.616854
78935893	85.622047
78939020	85.623928
78948277	85.625540
78950721	85.625560
78954820	85.630963
78959530	85.636247
78960104	85.636251
78986283	85.636258
79023714	85.636258
79035140	85.636326
79044334	85.636546
79082833	85.642152
79087619	85.659812
79115891	85.660491
79128361	85.660575
79167948	85.660647
79170139	85.660647
79170991	85.660647
79171491	85.661138
79211951	85.661280
79238163	85.661510
79240621	85.666706
79241621	85.666715
79243804	85.666759
79264799	85.670885
79267138	85.671338
79299808	85.672139
79301835	85.673983
79303202	85.673983
79307023	85.673983
79308701	85.673983
79315581	85.680122
79315595	85.680122
79322090	85.680339
79324834	85.682730
79326395	85.696533
79328962	85.699058
79335206	85.699155
79337097	85.708600
79338055	85.718273
79338894	85.718286
79356645	85.718291
79364330	85.718291
79373681	85.736376
79393696	85.736377
79428766	85.736449
79438639	85.737250
79439615	85.738368
79439951	85.740219
79441703	85.780785
79444137	85.791411
79455388	85.792406
79460964	85.792486
79477881	85.792487
79505549	85.792488
79516329	85.803312
79543947	85.809890
79554702	85.814011
79559798	85.814118
79560131	85.814119
79577111	85.814486
79627388	85.814753
79631397	85.816273
79637474	85.824609
79703815	85.856149
79704756	85.856284
79762597	85.856284
79786431	85.856288
79814974	85.856288
79818554	85.856288
79819832	85.856288
79864152	85.857836
79864395	85.873851
79864915	85.880054
79864975	85.898145
79865000	85.899534
79865464	85.910727
79869036	85.915271
79885158	85.915425
79911653	85.918439
79912983	85.921508
79923451	85.933165
79942877	85.934416
79947782	85.934447
79965378	85.934448
79967146	85.934448
79975619	85.934448
79983713	85.934576
79988931	85.934830
79997466	85.935240
79998925	85.935445
80000000	85.935940
80021917	85.946038
80022721	85.972707
80023687	85.973152
80025898	85.973385
80041811	85.977728
80082421	85.979133
80084447	85.979139
80086033	85.979154
80094709	85.981707
80100337	86.002866
80107457	86.004961
80131820	86.007417
80133892	86.007513
80144096	86.007544
80171567	86.007544
80179899	86.007544
80187906	86.007546
80203221	86.007551
80213316	86.007590
80215096	86.007652
80221761	86.008330
80222124	86.008992
80222845	86.015088
80223068	86.040159
80223110	86.041376
80223558	86.041971
80226548	86.042052
80230232	86.043898
80240665	86.065676
80247108	86.067895
80253222	86.068349
80265777	86.069546
80266232	86.069547
80268043	86.069548
80279808	86.070324
80281627	86.070943
80283315	86.072458
80287299	86.073216
80289756	86.089762
80295797	86.090911
80296426	86.090952
80438579	86.090982
80548786	86.090989
80608822	86.091007
80647670	86.091060
80773987	86.092316
80780351	86.092492
80807766	86.099161
80810509	86.120589
80821846	86.125205
80828949	86.125747
80829206	86.125749
80838035	86.125757
80846083	86.126950
80878416	86.129026
80880112	86.142383
80882474	86.142535
80885780	86.142540
80903529	86.142613
80921604	86.142898
80929138	86.146206
80930918	86.152100
80931106	86.154121
80931394	86.204760
80932286	86.214345
80957579	86.214345
80971913	86.214345
80974460	86.218473
81016539	86.218473
81071914	86.218637
81080394	86.218639
81081236	86.224280
81109595	86.224282
81110027	86.229653
81130095	86.229654
81156810	86.229665
81158764	86.229808
81161604	86.230533
81182779	86.230535
81184836	86.230535
81186664	86.230535
81199454	86.230535
81215807	86.230535
81221425	86.230939
81235122	86.233044
81235178	86.241820
81235960	86.241820
81244280	86.241822
81251244	86.241828
81266899	86.241848
81268798	86.242043
81271382	86.242082
81273103	86.242219
81275865	86.245016
81275920	86.245277
81278971	86.289473
81280839	86.335871
81305579	86.336044
81330978	86.336067
81332917	86.336067
81349653	86.336068
81355206	86.338094
81409139	86.338689
81409780	86.351219
81422092	86.351354
81468520	86.358555
81539244	86.358566
81556166	86.358573
81573122	86.358573
81574622	86.362957
81578432	86.362957
81604450	86.362957
81632227	86.362957
81678750	86.366281
81761752	86.366956
81764889	86.366969
81767601	86.366969
81791171	86.366969
81837012	86.366969
81869573	86.366969
81869752	86.371404
81875173	86.371404
81897849	86.371404
81909443	86.371404
81980278	86.371404
82009369	86.371717
82030984	86.384884
82048344	86.385071
82061482	86.389452
82067490	86.408207
82075217	86.411639
82083600	86.411730
82145911	86.411787
82288881	86.411833
82290873	86.411833
82307066	86.411908
82309232	86.411981
82373465	86.426943
82385133	86.427335
82402028	86.427340
82413424	86.427340
82442477	86.427340
82461386	86.427340
82461733	86.427340
82478539	86.427503
82497801	86.428446
82501990	86.428542
82507622	86.429868
82510573	86.436142
82511119	86.464391
82511324	86.482053
82511352	86.482744
82516947	86.482759
82546903	86.482787
82547206	86.482787
82585532	86.482889
82644244	86.482979
82650859	86.483132
82652852	86.483132
82655875	86.483522
82656578	86.483816
82666231	86.503547
82684980	86.506358
82694105	86.506380
82711645	86.506847
82717677	86.508176
82718445	86.515789
82719451	86.563469
82719851	86.568975
82731692	86.569803
82732666	86.569833
82743548	86.569921
82747195	86.569925
82756230	86.569929
82760837	86.569929
82786973	86.569929
82790144	86.570700
82795452	86.575917
82796190	86.591954
82808396	86.595839
82809000	86.595874
82809201	86.597699
82814514	86.597884
82827125	86.597886
82828942	86.604191
82845903	86.604193
82848978	86.610441
82875035	86.610444
82893668	86.616709
82914629	86.616712
82931070	86.622969
83000999	86.622978
83050903	86.629116
83056180	86.629123
83094333	86.629123
83159699	86.634238
83160618	86.654085
83203909	86.657472
83257060	86.660819
83340910	86.661151
83441159	86.661152
83441622	86.661152
83469981	86.668996
83475912	86.669151
83476065	86.669182
83478889	86.671606
83480308	86.727564
83486307	86.744909
83487993	86.745891
83488291	86.781500
83492274	86.781500
83492771	86.781500
83496498	86.781500
83501165	86.781500
83510291	86.781500
83551773	86.781500
83566757	86.781500
83591854	86.785429
83598572	86.785651
83699482	86.785869
83753637	86.786068
83782036	86.787630
83794680	86.797154
83826507	86.797666
83828807	86.797666
83835596	86.798316
83847567	86.803724
83850275	86.803733
83920973	86.804148
83944479	86.804164
83999684	86.804828
84054089	86.806948
84099016	86.807677
84183684	86.812024
84197582	86.812861
84199731	86.812881
84210339	86.813259
84221010	86.813451
84233730	86.820630
84244181	86.821194
84245093	86.821882
84245242	86.823933
84245778	86.848208
84248098	86.854093
84269971	86.857425
84272886	86.857472
84273562	86.857631
84275298	86.866969
84275597	86.889013
84275968	86.893875
84277852	86.894588
84282432	86.894662
84293201	86.894797
84299950	86.894843
84307651	86.895856
84308336	86.905164
84308443	86.905178
84327088	86.907882
84345461	86.907904
84353343	86.908856
84364024	86.909387
84387588	86.917925
84401607	86.918340
84418611	86.918347
84428782	86.928017
84433968	86.928226
84442317	86.931527
84458710	86.942855
84468533	86.944156
84481284	86.944175
84505233	86.944245
84527906	86.944311
84553245	86.944725
84614101	86.944782
84629245	86.944782
84630563	86.948257
84640788	86.948257
84666126	86.948257
84667870	86.948293
84667971	86.948328
84669362	86.950470
84669637	86.963016
84670823	86.964842
84670924	86.964876
84680007	86.965062
84705741	86.969890
84736282	86.970049
84751853	86.970049
84769732	86.970049
84788598	86.980187
84795390	86.980187
84799188	86.986817
84799278	86.986817
84813231	86.986817
84824506	86.986853
84832625	86.986916
84844421	86.987079
84855841	86.987611
84857116	86.988311
84859152	87.014549
84862322	87.018701
84864276	87.019008
84865837	87.019011
84867730	87.019036
84871000	87.019061
84871280	87.020521
84871684	87.025894
84872134	87.047044
84877586	87.047361
84877889	87.047734
84879950	87.149729
84884579	87.150316
84885827	87.155159
84889406	87.174120
84892475	87.174556
84897725	87.207275
84903855	87.207400
84905318	87.207416
84910189	87.207447
84912460	87.207447
84943069	87.207558
84947152	87.211743
84979991	87.221441
85006822	87.221486
85022229	87.221504
85033720	87.224799
85057094	87.224804
85126103	87.224812
85138230	87.231239
85139026	87.231561
85140063	87.258198
85165732	87.268599
85189325	87.270723
85212039	87.270813
85226597	87.270824
85240682	87.270838
85248385	87.273808
85257996	87.292598
85333693	87.294845
85350698	87.317724
85355113	87.317855
85359385	87.317859
85383982	87.319177
85414853	87.340821
85416924	87.340900
85425241	87.367765
85433697	87.375330
85483387	87.377250
85503028	87.377718
85568557	87.381924
85600276	87.384442
85605475	87.413264
85609299	87.413567
85661651	87.413567
85674306	87.413567
85691827	87.413567
85695234	87.413567
85699292	87.413572
85703945	87.413589
85719792	87.413862
85723816	87.423326
85728422	87.423406
85762720	87.425729
85782421	87.425811
85790423	87.426865
85792363	87.427384
85805760	87.428035
85806937	87.429849
85810368	87.439634
85810919	87.439988
85812420	87.439989
85813490	87.439989
85820214	87.439989
85831307	87.440126
85839483	87.440298
85840734	87.440341
85843799	87.440762
85845425	87.441288
85847398	87.442966
85847900	87.444321
85848579	87.452213
85848816	87.453128
85849493	87.486675
85850295	87.498278
85851260	87.498307
85851800	87.499978
85852289	87.515915
85853244	87.625433
85853833	87.633619
85853988	87.634312
85855113	87.634526
85870114	87.657019
85893361	87.658945
85901906	87.658955
85914302	87.658955
85914983	87.658955
85932135	87.658955
85945124	87.658955
85945726	87.660753
85970469	87.660753
85992547	87.660753
85999341	87.661582
86005531	87.668137
86011942	87.668827
86033051	87.668827
86045973	87.668827
86070683	87.668868
86075225	87.674057
86077309	87.674060
86087704	87.674069
86091564	87.674077
86094609	87.674101
86098750	87.683620
86100729	87.684996
86101064	87.685384
86101556	87.690241
